Geneid	gene_name	control_R1	control_R2	control_R3	sox8_oe_R1	sox8_oe_R2	sox8_oe_R3
ENSGALG00000054363	NA	0	0	0	1	0	0
ENSGALG00000035737	NA	9	40	36	39	101	86
ENSGALG00000012228	MDGA2	110	383	339	293	329	574
ENSGALG00000051790	NA	0	16	0	2	46	32
ENSGALG00000047825	NA	0	2	2	3	1	0
ENSGALG00000052809	NA	0	0	13	8	2	0
ENSGALG00000047216	NA	0	15	32	1	0	0
ENSGALG00000047257	NA	0	1	0	0	0	6
ENSGALG00000046839	NA	0	0	3	0	1	9
ENSGALG00000034580	NA	45	41	27	46	0	8
ENSGALG00000012229	RPS29	26181	60100	32468	39383	39618	27475
ENSGALG00000046795	RF00017	0	1	0	0	0	0
ENSGALG00000012230	LRR1	1630	2650	1879	2920	653	972
ENSGALG00000054036	NA	0	0	0	0	0	0
ENSGALG00000031212	MGAT2	248	583	261	433	1232	1333
ENSGALG00000012232	DNAAF2	39	90	37	40	91	80
ENSGALG00000012237	POLE2	6436	5115	6054	5722	1196	2006
ENSGALG00000012241	KLHDC1	1588	1473	1760	1573	1155	1386
ENSGALG00000012244	KLHDC2	8043	9239	8474	9463	3645	4204
ENSGALG00000012263	NEMF	4285	7045	5368	5160	7113	6685
ENSGALG00000047241	RF00017	0	0	0	0	0	0
ENSGALG00000051032	NA	0	0	0	0	0	0
ENSGALG00000047347	RF00017	0	2	4	2	0	0
ENSGALG00000054841	RF00017	0	0	10	1	0	5
ENSGALG00000026944	ARF6	1047	1262	1008	1054	3895	1795
ENSGALG00000025579	gga-mir-1716	0	0	0	0	0	0
ENSGALG00000051460	NA	1	2	0	0	1	0
ENSGALG00000012269	NA	583	1267	725	605	1482	1248
ENSGALG00000012273	SOS2	489	711	592	798	880	953
ENSGALG00000012282	L2HGDH	599	548	430	665	364	270
ENSGALG00000012287	ATP5S	656	767	518	878	343	424
ENSGALG00000012295	CDKL1	493	649	758	595	227	305
ENSGALG00000012321	MAP4K5	295	359	293	281	420	357
ENSGALG00000012339	ATL1	717	1057	986	1012	371	231
ENSGALG00000012341	SAV1	525	675	521	737	427	749
ENSGALG00000012361	NIN	699	1657	1072	625	1173	1299
ENSGALG00000020342	NA	624	1136	680	908	1805	1507
ENSGALG00000012365	PYGL	1040	3262	1461	3484	2330	2885
ENSGALG00000012367	TRIM9	73	83	83	176	448	223
ENSGALG00000025508	gga-mir-1703	0	0	0	0	1	0
ENSGALG00000020340	TMX1	97	54	85	50	50	9
ENSGALG00000012374	FRMD6	1	22	35	12	110	82
ENSGALG00000027629	GNG2	4588	8328	5624	7881	6339	6159
ENSGALG00000012379	C5H14orf166	18774	19491	18472	17479	6050	5802
ENSGALG00000053371	NA	1785	3321	2538	2952	4733	4354
ENSGALG00000012394	NA	281	1196	488	954	268	499
ENSGALG00000029768	PTGDR	73	289	128	82	56	127
ENSGALG00000012396	PTGER2	0	4	19	5	0	0
ENSGALG00000047585	NA	0	1	0	25	37	22
ENSGALG00000043613	TXNDC16	145	373	248	298	230	358
ENSGALG00000012401	GPR137C	9	157	92	121	163	78
ENSGALG00000012404	ERO1A	2083	1907	2430	2882	625	842
ENSGALG00000012408	PSMC6	13794	17984	13654	15028	4612	6368
ENSGALG00000052448	STYX	120	152	73	54	231	256
ENSGALG00000012414	GNPNAT1	4188	4438	4727	3465	1210	1355
ENSGALG00000012425	FERMT2	4894	8476	5675	5566	6437	5558
ENSGALG00000012426	DDHD1	48	2	19	52	190	126
ENSGALG00000050457	NA	0	10	0	0	0	0
ENSGALG00000050220	NA	17	0	50	49	13	1
ENSGALG00000012429	BMP4	3554	7558	5272	6707	3745	4714
ENSGALG00000054128	NA	20	34	29	61	56	15
ENSGALG00000051700	NA	4	3	2	8	13	0
ENSGALG00000012452	MIS18BP1	697	708	617	579	2364	1972
ENSGALG00000031182	FANCM	301	738	533	491	1633	1513
ENSGALG00000012464	SOUL	165	234	146	199	148	35
ENSGALG00000012466	FKBP3	15541	21109	16441	19943	12507	16355
ENSGALG00000012468	PRPF39	5456	5239	6001	5711	2559	3681
ENSGALG00000025674	RF01186	21	12	30	3	16	9
ENSGALG00000034773	TOGARAM1	125	369	311	176	690	625
ENSGALG00000012489	KLHL28	925	1313	1350	843	163	254
ENSGALG00000051231	NA	0	0	0	0	1	0
ENSGALG00000054739	NA	0	0	0	0	0	0
ENSGALG00000053264	NA	0	0	0	0	0	0
ENSGALG00000049959	NA	0	0	0	0	0	0
ENSGALG00000043056	NA	6	26	1	0	0	0
ENSGALG00000051463	NA	2	0	3	0	0	0
ENSGALG00000036107	NA	19	0	0	0	0	0
ENSGALG00000050040	NA	0	0	0	0	0	0
ENSGALG00000053629	NA	0	0	4	9	0	0
ENSGALG00000048606	NA	0	0	0	0	0	0
ENSGALG00000054193	NA	1	1	0	0	0	0
ENSGALG00000012505	LRFN5	2	102	22	116	215	219
ENSGALG00000053186	NA	0	0	1	0	0	3
ENSGALG00000050191	NA	0	1	0	0	0	0
ENSGALG00000049494	NA	0	0	0	1	1	2
ENSGALG00000037778	NAB1	115	149	113	149	233	90
ENSGALG00000049945	NA	0	1	5	0	8	16
ENSGALG00000040817	NEMP2	1868	2496	2001	2226	1115	929
ENSGALG00000041884	MFSD6	38	62	43	44	29	37
ENSGALG00000053979	NA	0	1	0	13	5	12
ENSGALG00000043307	HIBCH	5557	4961	5108	4863	1414	2066
ENSGALG00000033017	C2orf88	64	82	35	24	13	105
ENSGALG00000039458	GDF8	26	27	26	45	20	38
ENSGALG00000034011	PMS1	2002	1443	1963	1799	344	637
ENSGALG00000036257	ORMDL1	706	730	606	963	323	483
ENSGALG00000037727	OSGEPL1	951	1489	1031	1575	694	856
ENSGALG00000041666	ASNSD1	3519	2765	3780	3829	331	368
ENSGALG00000051454	NA	8	3	6	11	0	0
ENSGALG00000043618	SLC40A1	567	526	594	751	477	527
ENSGALG00000053324	NA	3	0	11	12	9	58
ENSGALG00000042197	WDR75	15256	13699	15637	13326	3411	4417
ENSGALG00000048532	NA	3	6	19	10	61	38
ENSGALG00000031112	COL5A2	1170	1997	1622	1249	1129	1586
ENSGALG00000035584	COL3A1	163	301	350	52	432	438
ENSGALG00000051019	NA	0	0	0	0	0	0
ENSGALG00000054944	GULP1	675	691	622	559	380	412
ENSGALG00000048389	NA	0	1	1	14	2	14
ENSGALG00000002594	TFPI	61	97	84	47	28	166
ENSGALG00000002632	CALCRL	448	190	355	198	143	202
ENSGALG00000025182	gga-mir-1812	0	3	12	1	1	10
ENSGALG00000002646	FAM171B	1070	1782	1847	1449	3244	2076
ENSGALG00000002655	ITGAV	1133	1564	1925	1370	1253	1490
ENSGALG00000025510	gga-mir-1559	0	0	4	0	8	2
ENSGALG00000041857	ZC3H15	2370	3649	2805	3086	5336	4203
ENSGALG00000048777	NA	3	4	0	3	0	0
ENSGALG00000049933	NA	15	12	22	5	8	11
ENSGALG00000048411	NA	1	0	0	0	2	0
ENSGALG00000052136	NA	59	22	42	2	58	37
ENSGALG00000053975	NA	15	9	12	0	47	29
ENSGALG00000051162	NA	12	17	13	5	2	17
ENSGALG00000023886	ZNF804A	53	177	153	189	234	248
ENSGALG00000049678	NA	0	0	0	2	0	2
ENSGALG00000054211	NA	0	1	2	3	0	5
ENSGALG00000002689	NUP35	4156	3934	4571	4437	1395	1188
ENSGALG00000043268	DUSP19	3394	3635	3413	5412	1509	1700
ENSGALG00000002750	NCKAP1	2999	3110	2833	5092	1516	1877
ENSGALG00000002763	FRZB	1976	3591	2517	12412	13702	10034
ENSGALG00000048355	NA	1	8	11	20	2	7
ENSGALG00000002789	MAP2	1716	2689	2867	2755	2582	3872
ENSGALG00000041563	UNC80	66	59	99	19	229	139
ENSGALG00000051397	NA	5145	8591	5489	8133	4209	5174
ENSGALG00000002866	KANSL1L	1562	1632	1645	1697	991	1124
ENSGALG00000002891	ACADL	3139	3891	3267	4958	824	1310
ENSGALG00000002907	MYL1	22	25	23	0	0	9
ENSGALG00000002921	LANCL1	7874	8413	6898	8171	2073	2337
ENSGALG00000002944	CPS1	5	20	76	13	14	6
ENSGALG00000051684	NA	0	7	13	12	15	10
ENSGALG00000051596	NA	10	0	13	12	0	38
ENSGALG00000003126	ERBB4	159	102	138	133	44	92
ENSGALG00000052079	NA	17	32	41	17	60	51
ENSGALG00000048680	NA	19	7	25	15	15	57
ENSGALG00000051220	NA	6	4	4	0	5	17
ENSGALG00000003136	IKZF2	260	199	229	255	219	267
ENSGALG00000038583	NA	10	7	8	22	8	2
ENSGALG00000055123	NA	0	0	12	0	0	4
ENSGALG00000003148	SPAG16	141	244	332	181	253	90
ENSGALG00000049713	NA	0	0	0	0	0	0
ENSGALG00000003472	VWC2L	42	13	32	28	161	47
ENSGALG00000003484	BARD1	1711	1995	2422	2126	1167	843
ENSGALG00000003553	ABCA12	0	23	0	0	87	30
ENSGALG00000049012	NA	0	0	0	0	0	0
ENSGALG00000003570	PURH	4807	10527	6272	7699	7143	6232
ENSGALG00000003578	FN1	2030	4229	2879	6944	10862	9691
ENSGALG00000003758	MREG	23	43	21	78	32	27
ENSGALG00000042073	NA	711	1337	833	1235	404	538
ENSGALG00000050947	IFNL3	0	0	0	0	0	0
ENSGALG00000003812	UBE2F	3423	4439	3791	7264	3785	3527
ENSGALG00000047535	NA	0	0	0	0	0	0
ENSGALG00000047344	IFNL3	0	0	0	0	0	0
ENSGALG00000050548	NA	47	43	31	50	11	31
ENSGALG00000052146	IFNL3	0	0	0	0	0	0
ENSGALG00000003821	RAMP1	116	331	264	913	430	465
ENSGALG00000003836	NA	20	32	12	27	151	70
ENSGALG00000052560	NA	12	1	0	0	10	27
ENSGALG00000003862	LRRFIP1	437	707	585	600	746	882
ENSGALG00000003899	RAB17	26	30	27	9	54	66
ENSGALG00000040716	PRLH	15	61	22	45	29	13
ENSGALG00000003904	MLPH	3	67	96	4	40	30
ENSGALG00000003923	COL6A3	98	215	38	36	63	56
ENSGALG00000049457	NA	0	3	0	0	1	0
ENSGALG00000048801	NA	7	3	37	11	27	19
ENSGALG00000033385	COPS8	15068	11447	14297	14294	4055	2463
ENSGALG00000052880	NA	17	66	50	8	6	0
ENSGALG00000054647	NA	32	4	10	0	17	35
ENSGALG00000021031	ACKR3	3055	2305	3177	2489	415	376
ENSGALG00000053411	NA	5	2	0	20	10	0
ENSGALG00000003980	IQCA1	19	21	12	4	6	30
ENSGALG00000046564	ASB18	1	0	1	0	0	0
ENSGALG00000013342	GBX2	18	8	0	8	62	10
ENSGALG00000004045	AGAP1	182	253	213	302	302	297
ENSGALG00000025253	gga-mir-1694	1	0	0	0	0	3
ENSGALG00000054124	NA	2	0	0	0	0	0
ENSGALG00000048518	NA	0	0	0	0	1	2
ENSGALG00000004116	TRPM8	4	4	0	1	1	2
ENSGALG00000004129	SPP2	0	2	0	0	19	1
ENSGALG00000052743	ARL4C	357	911	410	508	2187	1485
ENSGALG00000004140	SH3BP4	401	465	249	189	96	237
ENSGALG00000004196	UGT1A1	15	30	0	0	4	18
ENSGALG00000053358	NA	0	2	5	0	0	3
ENSGALG00000044780	NA	1	0	0	0	0	0
ENSGALG00000004228	USP40	230	232	267	377	163	229
ENSGALG00000004236	TRAF3IP1	1017	1678	1238	1290	2487	1932
ENSGALG00000004272	ASB1	57	56	14	49	0	46
ENSGALG00000050371	NA	0	0	22	0	2	2
ENSGALG00000004274	TWIST2	11	7	14	9	5	3
ENSGALG00000049860	NA	0	0	9	0	1	0
ENSGALG00000004288	HDAC4	744	1272	870	1035	1360	1489
ENSGALG00000042150	NA	0	5	13	1	3	31
ENSGALG00000004302	NDUFA10	14117	17172	14311	17900	4917	5676
ENSGALG00000025571	gga-mir-1845	0	0	0	0	0	0
ENSGALG00000023742	AHR2	163	93	30	0	0	20
ENSGALG00000004322	AHR1B	566	404	254	247	107	65
ENSGALG00000038311	COL18A1	718	1388	1073	1687	1978	2601
ENSGALG00000030511	SLC19A1	1927	4388	2605	2803	4561	2736
ENSGALG00000004394	NA	126	196	162	263	577	378
ENSGALG00000005974	COL6A1	104	60	71	50	59	59
ENSGALG00000039216	COL6A2	63	81	46	33	23	21
ENSGALG00000006131	FTCD	0	1	0	0	0	0
ENSGALG00000006133	NA	0	0	0	0	0	0
ENSGALG00000004363	NA	1862	1897	1642	1520	1551	1991
ENSGALG00000047621	YBEY	487	584	517	719	134	128
ENSGALG00000006141	POFUT2	0	0	0	0	0	0
ENSGALG00000046256	NA	1	3	17	6	4	72
ENSGALG00000006198	LSS	1652	2694	2100	1983	1364	1364
ENSGALG00000006217	S100B	4	130	72	44	15	17
ENSGALG00000046150	DIP2A	1271	1352	1177	1379	917	1385
ENSGALG00000050048	NA	0	5	3	4	6	6
ENSGALG00000007021	PCNT	5585	6707	6904	4637	9221	9463
ENSGALG00000047637	C21orf58	121	85	74	52	22	30
ENSGALG00000007503	KMO	0	0	0	0	4	0
ENSGALG00000007511	ITGB2	0	1	23	0	6	0
ENSGALG00000007513	FAM207A	837	1735	967	1577	1759	1524
ENSGALG00000007527	ADARB1	847	907	1080	849	156	209
ENSGALG00000030419	GLS	303	315	246	329	524	579
ENSGALG00000007651	STAT1	1897	1849	1994	2218	974	1698
ENSGALG00000033087	STAT4	9	1	2	0	0	0
ENSGALG00000050004	NA	3	0	0	5	0	0
ENSGALG00000007712	MYO1B	877	1034	976	1855	518	895
ENSGALG00000052218	NA	0	0	0	0	0	0
ENSGALG00000025884	NABP1	1157	1155	1164	1442	293	381
ENSGALG00000054460	NA	11	5	13	3	8	17
ENSGALG00000028174	NA	0	34	38	28	21	8
ENSGALG00000007759	TMEFF2	49	162	65	76	242	299
ENSGALG00000051363	NA	0	1	0	9	0	0
ENSGALG00000051649	NA	0	0	0	0	0	0
ENSGALG00000054004	NA	0	0	0	0	0	0
ENSGALG00000047944	NA	0	0	0	0	0	0
ENSGALG00000051288	NA	0	0	1	1	0	1
ENSGALG00000053761	NA	0	0	2	0	0	0
ENSGALG00000052248	NA	0	0	0	0	0	0
ENSGALG00000049791	NA	0	0	0	3	0	0
ENSGALG00000053947	NA	0	0	0	0	0	0
ENSGALG00000052239	NA	0	0	6	0	0	0
ENSGALG00000053051	NA	17	4	19	138	243	230
ENSGALG00000047158	NA	1	0	2	11	30	56
ENSGALG00000007777	SLC39A10	2272	2264	2843	2968	1860	1721
ENSGALG00000007841	NA	81	47	81	49	118	159
ENSGALG00000037678	NA	9	4	16	5	2	15
ENSGALG00000050268	NA	15	10	0	0	7	5
ENSGALG00000048405	NA	0	13	10	12	0	23
ENSGALG00000007924	STK17B	352	462	418	450	187	189
ENSGALG00000007944	HECW2	207	269	404	404	455	505
ENSGALG00000053501	NA	0	0	2	0	0	0
ENSGALG00000007958	GTF3C3	2029	1352	1727	1293	736	752
ENSGALG00000050863	NA	89	46	93	25	150	123
ENSGALG00000030789	PGAP1	438	173	305	294	112	100
ENSGALG00000007996	ANKRD44	1083	955	1500	723	923	1027
ENSGALG00000008038	SF3B1	11688	15443	14120	13557	9561	9863
ENSGALG00000038440	COQ10B	140	167	237	272	145	285
ENSGALG00000025454	gga-mir-1603	2	3	0	1	1	2
ENSGALG00000008094	HSPD1	26386	33900	28840	27890	13737	13074
ENSGALG00000009070	HSPE1	22350	34506	25426	23824	17609	16356
ENSGALG00000008128	MOB4	4889	3773	4753	3975	1544	1189
ENSGALG00000036471	RFTN2	1419	1095	1436	1675	787	902
ENSGALG00000036160	NA	0	12	0	0	12	9
ENSGALG00000008113	PLCL1	26	126	117	195	142	170
ENSGALG00000054347	NA	0	0	6	0	4	2
ENSGALG00000051837	NA	0	0	17	0	0	0
ENSGALG00000052017	NA	1	1	0	0	18	6
ENSGALG00000052827	NA	6	10	0	6	16	4
ENSGALG00000049274	NA	1	0	0	0	0	0
ENSGALG00000008135	SATB2	0	1	1	0	3	0
ENSGALG00000008136	C7H2ORF69	810	947	861	759	610	693
ENSGALG00000008145	TYW5	532	634	564	842	546	367
ENSGALG00000031070	MAIP1	900	1837	1321	1609	1650	1521
ENSGALG00000008152	SPATS2L	1431	1489	1774	1302	1676	1599
ENSGALG00000008155	KCTD18	372	438	504	486	62	172
ENSGALG00000045898	NA	134	71	107	102	225	306
ENSGALG00000008185	AOX1	90	46	113	7	87	106
ENSGALG00000020876	AOX2	18	54	70	497	203	255
ENSGALG00000008220	BZW1	19524	24765	20358	21905	10182	11620
ENSGALG00000028438	CLK1	9852	10460	10248	9602	9066	8952
ENSGALG00000008228	PPIL3	2675	3480	2721	3326	1053	1273
ENSGALG00000008226	NIF3L1	4867	4564	4572	3946	2383	1409
ENSGALG00000008234	ORC2	2302	2736	2091	1689	1757	1365
ENSGALG00000020869	NA	118	98	121	68	66	110
ENSGALG00000008239	NDUFB3	3486	6875	4257	5119	8482	4998
ENSGALG00000008240	CFLAR	930	499	651	915	480	517
ENSGALG00000046494	CASP10	70	86	82	72	0	45
ENSGALG00000008346	CASP18	30	32	34	22	49	70
ENSGALG00000008355	CASP8	4073	3466	3848	3520	827	1169
ENSGALG00000008370	TRAK2	119	105	192	180	231	140
ENSGALG00000008373	STRADB	670	671	589	703	341	712
ENSGALG00000008381	TMEM237	1470	2072	1665	2043	1347	1386
ENSGALG00000008398	MPP4	116	128	181	14	272	222
ENSGALG00000008415	ALS2	951	1014	890	851	703	965
ENSGALG00000008428	CDK15	261	105	199	159	79	149
ENSGALG00000034973	FZD7	109	367	243	181	1271	1020
ENSGALG00000041115	NA	3	2	1	0	0	8
ENSGALG00000008435	SUMO1	12977	17906	13897	15899	3907	5449
ENSGALG00000008454	NOP58	20426	27868	22067	20816	12843	12736
ENSGALG00000024697	RF00575	9	4	18	0	2	17
ENSGALG00000025093	RF00575	7	1	9	2	4	10
ENSGALG00000025679	RF01192	4	3	10	0	1	15
ENSGALG00000025599	RF01182	1	2	7	0	2	4
ENSGALG00000052219	NA	54	4	21	12	0	0
ENSGALG00000008459	BMPR2	146	338	292	382	344	419
ENSGALG00000008466	NA	7	10	22	20	52	37
ENSGALG00000049421	NA	10	29	8	27	38	27
ENSGALG00000008470	WDR12	11045	16471	11866	11191	4789	5306
ENSGALG00000008474	CARF	118	134	146	174	54	134
ENSGALG00000008479	PLEKHM3	166	215	321	211	208	262
ENSGALG00000042439	NA	22	10	12	1	14	51
ENSGALG00000008485	CCNYL1	338	353	314	274	75	202
ENSGALG00000008493	METTL21A	339	548	378	297	457	431
ENSGALG00000008494	CREB1	1784	1589	1730	1587	1798	1567
ENSGALG00000054751	NA	11	0	0	17	0	2
ENSGALG00000008501	KLF7	927	1201	1162	984	497	737
ENSGALG00000008516	CPO	0	0	0	0	1	6
ENSGALG00000008529	FASTKD2	8130	7835	8280	6838	1002	1301
ENSGALG00000008548	MDH1B	412	268	453	511	138	154
ENSGALG00000008562	DYTN	0	0	6	23	0	3
ENSGALG00000020836	FAM237A	166	202	177	98	61	12
ENSGALG00000008582	ADAM23	73	109	254	243	120	173
ENSGALG00000053997	NA	1528	1514	2091	1295	1327	1282
ENSGALG00000008589	GPR1	255	92	127	139	133	147
ENSGALG00000008590	EEF1B2	18600	32742	20397	25490	29381	22665
ENSGALG00000025418	RF00403	50	20	53	20	69	86
ENSGALG00000037985	RF00535	0	0	0	0	0	0
ENSGALG00000030331	RF00280	0	0	0	0	0	0
ENSGALG00000026469	RF00134	0	0	0	0	0	0
ENSGALG00000008606	NDUFS1	8814	13708	10226	14429	3769	4321
ENSGALG00000029701	INO80D	417	684	448	534	822	768
ENSGALG00000008621	NRP2	293	923	540	1021	1115	768
ENSGALG00000042645	PARD3B	1025	1443	1151	1268	2335	2443
ENSGALG00000046972	NA	2	10	13	1	24	36
ENSGALG00000008656	ICOS	14	0	3	0	0	0
ENSGALG00000055013	NA	2	19	11	4	3	1
ENSGALG00000008666	CTLA4	0	0	11	0	0	12
ENSGALG00000008669	CD28	1	0	0	8	4	1
ENSGALG00000049221	NA	0	0	0	1	0	0
ENSGALG00000046782	NA	0	0	0	0	2	0
ENSGALG00000054939	RAPH1	240	379	319	283	309	302
ENSGALG00000008714	ABI2	276	534	403	603	493	390
ENSGALG00000008730	CYP20A1	4007	4799	4282	4246	1772	1874
ENSGALG00000025154	gga-mir-1659	0	0	5	0	0	0
ENSGALG00000008738	NA	2254	2420	2006	2418	681	892
ENSGALG00000008786	NBEAL1	676	549	878	284	629	512
ENSGALG00000053410	NA	46	31	16	2	10	5
ENSGALG00000008803	NA	1732	1669	1753	1571	976	959
ENSGALG00000008818	IDH1	5699	4704	5687	6749	1255	1595
ENSGALG00000008842	PIKFYVE	173	234	342	112	160	233
ENSGALG00000053678	NA	535	437	355	572	441	459
ENSGALG00000008862	DNAJC10	4163	4676	4090	5409	2018	2382
ENSGALG00000008885	PDE1A	17	51	20	23	4	6
ENSGALG00000017936	RF00015	0	0	0	0	0	0
ENSGALG00000008896	PPP1R1C	21	78	46	34	61	46
ENSGALG00000008903	ITPRID2	178	183	201	177	192	224
ENSGALG00000053494	NA	2	20	2	17	0	0
ENSGALG00000008908	NEUROD1	0	23	0	0	17	23
ENSGALG00000048686	NA	17	45	22	74	11	49
ENSGALG00000008910	NA	32	84	73	97	70	104
ENSGALG00000041577	ITGA4	1259	2015	1723	1950	1430	1344
ENSGALG00000051682	NA	22	0	10	3	0	92
ENSGALG00000020793	UBE2E3	1450	1404	1024	1508	1363	1048
ENSGALG00000047806	NA	3	0	3	0	13	6
ENSGALG00000048202	NA	2	11	47	8	0	53
ENSGALG00000052694	NA	0	0	0	0	0	0
ENSGALG00000009001	CWC22	4970	5487	4344	4506	4702	4742
ENSGALG00000009012	ZNF385B	130	172	121	115	85	78
ENSGALG00000009031	SESTD1	1997	2389	2232	2646	1926	2184
ENSGALG00000020788	NA	554	566	834	325	796	415
ENSGALG00000052741	NA	0	0	7	0	20	5
ENSGALG00000052907	NA	0	0	6	8	19	14
ENSGALG00000050089	NA	0	0	12	26	14	0
ENSGALG00000051229	NA	1	0	0	4	0	0
ENSGALG00000051776	NA	16	11	52	16	34	87
ENSGALG00000033766	gga-mir-7474	0	0	0	0	0	0
ENSGALG00000048310	NA	2	5	15	17	0	50
ENSGALG00000009135	PLEKHA3	200	372	242	256	467	317
ENSGALG00000009149	NA	1373	2359	1651	2648	1492	1732
ENSGALG00000047956	NA	45	37	67	25	61	96
ENSGALG00000023439	PJVK	19	12	3	8	45	44
ENSGALG00000009172	OSBPL6	299	399	340	207	391	667
ENSGALG00000009202	RBM45	5768	6312	6394	5497	1891	2919
ENSGALG00000040718	NA	0	2	0	0	9	0
ENSGALG00000042374	NA	21	60	74	37	13	48
ENSGALG00000009224	TTC30B	221	492	334	511	485	497
ENSGALG00000009236	AGPS	673	928	912	1084	571	730
ENSGALG00000009240	NFE2L2	2454	2458	3174	2380	650	686
ENSGALG00000009250	HNRNPA3	11607	20677	14520	17362	30698	18916
ENSGALG00000051743	NA	10	8	0	0	2	1
ENSGALG00000053082	NA	19	2	3	8	7	7
ENSGALG00000048012	NA	3	18	5	0	13	1
ENSGALG00000040585	NA	8	4	20	4	0	16
ENSGALG00000009264	MTX2	7346	9009	7710	7178	1623	1856
ENSGALG00000026751	NA	0	0	0	0	0	0
ENSGALG00000023420	HOXD3	0	0	0	0	0	0
ENSGALG00000025481	gga-mir-1713	0	0	0	0	0	0
ENSGALG00000023419	HOXD4	0	0	0	0	0	0
ENSGALG00000018331	gga-mir-10b	0	0	0	0	0	0
ENSGALG00000037272	HOXD8	0	0	0	0	0	0
ENSGALG00000027513	HOXD9	0	0	0	0	0	0
ENSGALG00000009270	HOXD10	1	0	0	0	0	0
ENSGALG00000039629	HOXD11	0	0	0	0	4	0
ENSGALG00000009274	HOXD12	0	0	0	0	0	0
ENSGALG00000032039	HOXD13	6	7	0	0	0	0
ENSGALG00000020768	EVX2	0	0	0	0	0	0
ENSGALG00000037944	LNPK	1376	1562	1565	1028	850	1112
ENSGALG00000048418	NA	0	0	0	0	0	7
ENSGALG00000009286	ATP5MC3	27485	42192	29050	32237	10373	12861
ENSGALG00000009287	ATF2	2064	2101	1921	2296	690	730
ENSGALG00000026082	RF02271	35	16	48	29	39	46
ENSGALG00000009293	CHN1	323	499	333	774	570	891
ENSGALG00000025238	gga-mir-1570	0	0	0	0	27	14
ENSGALG00000009301	CHRNA1	110	35	29	100	13	5
ENSGALG00000036441	WIPF1	34	59	39	98	184	168
ENSGALG00000014209	GPR155	290	115	70	177	27	102
ENSGALG00000031751	SCRN3	370	504	307	448	333	396
ENSGALG00000014276	CIR1	2119	2934	1984	2186	2719	2099
ENSGALG00000043079	SP9	23	47	37	9	50	29
ENSGALG00000009325	OLA1	8386	11719	10149	8845	3339	3279
ENSGALG00000031796	SP3	3053	4207	3735	3986	2281	2047
ENSGALG00000051813	NA	0	1	18	2	31	19
ENSGALG00000051221	NA	5	1	5	0	0	0
ENSGALG00000048327	NA	13	21	20	15	15	51
ENSGALG00000034363	NA	24	35	6	40	0	12
ENSGALG00000053292	NA	0	0	6	0	0	0
ENSGALG00000038862	NA	1	2	11	3	4	0
ENSGALG00000040833	NA	3130	4263	2861	3055	1522	1546
ENSGALG00000035237	NA	842	920	1100	694	404	285
ENSGALG00000043694	RAPGEF4	328	314	376	423	180	232
ENSGALG00000053415	NA	18	30	34	39	52	44
ENSGALG00000054168	NA	156	197	213	246	385	225
ENSGALG00000042330	PPP1R9B	2717	4753	3456	3984	5484	5410
ENSGALG00000013235	PDK1	1264	1148	1372	1306	724	726
ENSGALG00000034007	ITGA6	1652	1323	1915	2266	733	1114
ENSGALG00000050674	NA	9	0	14	0	1	3
ENSGALG00000039436	DLX2	0	2	0	0	1	0
ENSGALG00000018439	DLX1	13	21	17	0	27	2
ENSGALG00000030254	METAP1D	440	434	333	363	113	290
ENSGALG00000009545	SLC25A12	2279	1497	1967	2387	619	980
ENSGALG00000009525	HAT1	5283	5035	6152	5117	1585	2112
ENSGALG00000009551	DYNC1I2	4948	3905	4366	4182	1578	1300
ENSGALG00000030703	CYBRD1	187	122	89	204	40	71
ENSGALG00000037327	DCAF17	343	439	301	679	348	322
ENSGALG00000009564	METTL8	171	267	196	179	172	197
ENSGALG00000009569	TLK1	820	1098	1408	760	769	754
ENSGALG00000009583	GORASP2	7097	10546	7838	8936	4386	4951
ENSGALG00000021856	NA	8	2	8	14	13	16
ENSGALG00000034070	GAD1	37	36	85	84	124	98
ENSGALG00000054630	NA	0	0	0	0	0	0
ENSGALG00000034094	SP5	20	53	11	56	464	287
ENSGALG00000009602	MYO3B	102	49	57	381	387	338
ENSGALG00000009608	NA	887	439	837	811	497	482
ENSGALG00000035605	NA	32	23	71	21	78	103
ENSGALG00000009676	METTL5	657	1080	837	1533	867	871
ENSGALG00000009677	SSB	15685	17694	16794	13092	9395	10216
ENSGALG00000020737	KLHL23	50	129	32	120	38	35
ENSGALG00000020736	PHOSPHO2	383	414	337	488	99	231
ENSGALG00000044224	NA	156	235	168	211	263	204
ENSGALG00000031069	NA	919	1594	1126	1678	3206	2511
ENSGALG00000009839	PPIG	5914	8523	6848	5753	10617	8059
ENSGALG00000009841	FASTKD1	1001	694	822	712	396	500
ENSGALG00000038813	KLHL41	75	145	123	86	46	91
ENSGALG00000009846	BBS5	4584	4490	5589	5469	1770	2128
ENSGALG00000052447	NA	17	8	9	22	31	44
ENSGALG00000010657	NA	102	39	58	121	15	112
ENSGALG00000053716	NA	0	0	0	0	0	5
ENSGALG00000010858	LRP2	655	559	1053	153	719	831
ENSGALG00000048104	NA	1739	1172	1781	807	704	995
ENSGALG00000042928	NA	28	32	37	15	84	117
ENSGALG00000010873	DHRS9	66	39	96	12	59	155
ENSGALG00000010891	ABCB11	558	234	521	212	555	800
ENSGALG00000049197	RF02271	4	0	5	2	4	3
ENSGALG00000010899	G6PC2	580	377	467	406	739	499
